"set_label","RDKit_ID","CID","PreferredName","IUPACName","PrimarySynonym","Synonyms","SMILES","MaxAbsEStateIndex","MaxEStateIndex","MinAbsEStateIndex","MinEStateIndex","qed","MolWt","HeavyAtomMolWt","ExactMolWt","NumValenceElectrons","NumRadicalElectrons","MaxPartialCharge","MinPartialCharge","MaxAbsPartialCharge","MinAbsPartialCharge","FpDensityMorgan1","FpDensityMorgan2","FpDensityMorgan3","BCUT2D_MWHI","BCUT2D_MWLOW","BCUT2D_CHGHI","BCUT2D_CHGLO","BCUT2D_LOGPHI","BCUT2D_LOGPLOW","BCUT2D_MRHI","BCUT2D_MRLOW","AvgIpc","BalabanJ","BertzCT","Chi0","Chi0n","Chi0v","Chi1","Chi1n","Chi1v","Chi2n","Chi2v","Chi3n","Chi3v","Chi4n","Chi4v","HallKierAlpha","Ipc","Kappa1","Kappa2","Kappa3","LabuteASA","PEOE_VSA1","PEOE_VSA10","PEOE_VSA11","PEOE_VSA12","PEOE_VSA13","PEOE_VSA14","PEOE_VSA2","PEOE_VSA3","PEOE_VSA4","PEOE_VSA5","PEOE_VSA6","PEOE_VSA7","PEOE_VSA8","PEOE_VSA9","SMR_VSA1","SMR_VSA10","SMR_VSA2","SMR_VSA3","SMR_VSA4","SMR_VSA5","SMR_VSA6","SMR_VSA7","SMR_VSA8","SMR_VSA9","SlogP_VSA1","SlogP_VSA10","SlogP_VSA11","SlogP_VSA12","SlogP_VSA2","SlogP_VSA3","SlogP_VSA4","SlogP_VSA5","SlogP_VSA6","SlogP_VSA7","SlogP_VSA8","SlogP_VSA9","TPSA","EState_VSA1","EState_VSA10","EState_VSA11","EState_VSA2","EState_VSA3","EState_VSA4","EState_VSA5","EState_VSA6","EState_VSA7","EState_VSA8","EState_VSA9","VSA_EState1","VSA_EState10","VSA_EState2","VSA_EState3","VSA_EState4","VSA_EState5","VSA_EState6","VSA_EState7","VSA_EState8","VSA_EState9","FractionCSP3","HeavyAtomCount","NHOHCount","NOCount","NumAliphaticCarbocycles","NumAliphaticHeterocycles","NumAliphaticRings","NumAromaticCarbocycles","NumAromaticHeterocycles","NumAromaticRings","NumHAcceptors","NumHDonors","NumHeteroatoms","NumRotatableBonds","NumSaturatedCarbocycles","NumSaturatedHeterocycles","NumSaturatedRings","RingCount","MolLogP","MolMR","fr_Al_COO","fr_Al_OH","fr_Al_OH_noTert","fr_ArN","fr_Ar_COO","fr_Ar_N","fr_Ar_NH","fr_Ar_OH","fr_COO","fr_COO2","fr_C_O","fr_C_O_noCOO","fr_C_S","fr_HOCCN","fr_Imine","fr_NH0","fr_NH1","fr_NH2","fr_N_O","fr_Ndealkylation1","fr_Ndealkylation2","fr_Nhpyrrole","fr_SH","fr_aldehyde","fr_alkyl_carbamate","fr_alkyl_halide","fr_allylic_oxid","fr_amide","fr_amidine","fr_aniline","fr_aryl_methyl","fr_azide","fr_azo","fr_barbitur","fr_benzene","fr_benzodiazepine","fr_bicyclic","fr_diazo","fr_dihydropyridine","fr_epoxide","fr_ester","fr_ether","fr_furan","fr_guanido","fr_halogen","fr_hdrzine","fr_hdrzone","fr_imidazole","fr_imide","fr_isocyan","fr_isothiocyan","fr_ketone","fr_ketone_Topliss","fr_lactam","fr_lactone","fr_methoxy","fr_morpholine","fr_nitrile","fr_nitro","fr_nitro_arom","fr_nitro_arom_nonortho","fr_nitroso","fr_oxazole","fr_oxime","fr_para_hydroxylation","fr_phenol","fr_phenol_noOrthoHbond","fr_phos_acid","fr_phos_ester","fr_piperdine","fr_piperzine","fr_priamide","fr_prisulfonamd","fr_pyridine","fr_quatN","fr_sulfide","fr_sulfonamd","fr_sulfone","fr_term_acetylene","fr_tetrazole","fr_thiazole","fr_thiocyan","fr_thiophene","fr_unbrch_alkane","fr_urea"
"Active","RDKit_active_1",16779,"2,3,5-trichloro-N-(3,5-dichloro-2-hydroxyphenyl)-6-hydroxybenzamide","2,3,5-trichloro-N-(3,5-dichloro-2-hydroxyphenyl)-6-hydroxybenzamide","Oxyclozanide","Oxyclozanide; 2277-92-1; Zanil; Diplin; Zanilox; Oxiclozanidum; Oxiclozanida; Oxyclozanidum; Benzamide, 2,3,5-trichloro-N-(3,5-dichloro-2-hydroxyphenyl)-6-hydroxy-; 3,3',5,5',6-Pentachloro-2'-hydroxysalicylanilide","C1=C(C=C(C(=C1NC(=O)C2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl)Cl",12.264892920131,12.264892920131,0.0111434275356226,-0.846728395061728,0.452011837014128,401.46,395.412,398.879031452,116,0,0.260665015291362,-0.505487018394479,0.505487018394479,0.260665015291362,0.863636363636364,1.45454545454545,2.09090909090909,35.5007902719164,10.1436417966152,2.22253762746826,-2.12317767221962,2.39904247732625,-2.13080772866511,6.45860612722223,0.101931131879244,2.42090398799729,2.47331245789668,752.751370687333,16.6019298166424,10.4245486540788,14.2041933841711,10.2181218105612,5.57829973082384,7.46812209586997,4.11570526262932,6.15170589633235,2.6490862198724,4.2309406185019,1.63905750864883,2.82539979904364,-1.04,55656.5826840578,17.3160041273917,6.6048475351117,3.31377068963724,149.66962236241,15.5298433936877,11.3129633249809,5.74951183328391,0,5.90717972935151,0,4.79453718407182,0,0,0,58.0046994511626,18.1991012053848,5.02263331374133,25.7779195296489,15.0075919737532,69.5992654551977,0,0,0,0,5.31678860400633,48.8757192657884,0,11.4990236665678,5.31678860400633,5.68738627468356,11.4990236665678,58.0046994511626,16.1202345190329,0,0,10.3579886757688,18.1991012053848,25.1131665687066,0,0,69.56,11.6566915626354,15.0075919737532,0,42.1135161683711,0,0,18.1991012053848,0,0,5.31678860400633,58.0046994511626,0,29.041970287086,12.264892920131,21.8122950785252,-0.399324766943814,-1.77326971529352,3.77565841871728,0,0,0,0,22,3,4,0,0,0,2,0,2,3,3,9,2,0,0,0,2,5.6171,89.2168,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Active","RDKit_active_2",6199,"furo[3,2-g]chromen-7-one","furo[3,2-g]chromen-7-one","Psoralen","Psoralen; 66-97-7; 7H-Furo[3,2-g]chromen-7-one; Ficusin; Furocoumarin; Psoralene; 7H-Furo[3,2-g][1]benzopyran-7-one; Psorline-P; 6,7-Furanocoumarin; Furo(3,2-g)-coumarin","C1=CC(=O)OC2=CC3=C(C=CO3)C=C21",10.960503590325,10.960503590325,0.344068405139833,-0.344068405139833,0.506483226903661,186.166,180.118,186.031694052,68,0,0.335692532673265,-0.464207277146936,0.464207277146936,0.335692532673265,0.928571428571429,1.78571428571429,2.71428571428571,16.3928831129618,10.1642070062884,2.01425145981356,-1.9407644104571,2.21573232508942,-1.93170064962743,5.9216430370782,0.558940282439051,2.60672157230317,2.56458455120642,660.655039239508,9.54360559544051,7.18884648652934,7.18884648652934,6.82649984049492,4.2395914501536,4.2395914501536,3.10289183737056,3.10289183737056,2.19435992190913,2.19435992190913,1.52730774500054,1.52730774500054,-2.03,3380.91787927721,7.3809895988387,2.47970537423287,0.95583527482336,78.555400371097,8.83430187410669,11.1660402832845,0,0,0,5.62558631907799,0,4.79453718407182,0,0,0,18.1991012053848,22.9051825658528,6.26316299563906,8.83430187410669,21.9384887122141,0,0,0,0,0,47.0151218410969,0,0,5.62558631907799,0,0,0,0,0,0,0,50.2238373961256,0,21.9384887122141,0,43.35,0,4.79453718407182,0,5.62558631907799,5.58302014164224,16.3554685705718,6.06636706846161,18.3958971325623,12.1327341369232,0,8.83430187410669,10.2273781179138,0,10.960503590325,1.90726757369615,0.940005668934241,0,8.68542658730159,1.61275179516251,0,0,0,14,0,3,0,0,0,1,2,3,3,0,3,0,0,0,0,3,2.5392,52.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Active","RDKit_active_3",6438383,"(E)-2-(3,4-dimethoxyphenyl)-3-fluoroprop-2-en-1-amine","(E)-2-(3,4-dimethoxyphenyl)-3-fluoroprop-2-en-1-amine","2-(3,4-dimethoxyphenyl)-3-fluoroallylamine","2-(3,4-dimethoxyphenyl)-3-fluoroallylamine; 85278-66-6; 2-Dlpfa; MDL-72145; RefChem:84162; CHEMBL445285; Mdl 72145; 2-(3,4-dimethoxyphenyl)-3-fluoroprop-2-en-1-amine; SCHEMBL4911583; CHEBI:230175","COC1=C(C=C(C=C1)/C(=C\F)/CN)OC",12.4476046390779,12.4476046390779,0.144824499244142,0.144824499244142,0.827680059085347,211.236,197.124,211.100856908,82,0,0.160821815281699,-0.492869561859404,0.492869561859404,0.160821815281699,1.33333333333333,2,2.46666666666667,19.1397753437207,10.0725896095803,2.06424717504012,-2.09603827955607,2.29500410472811,-2.01967780763993,5.67925584987133,0.354606340931774,2.30056316781139,3.12768640832412,363.605596056188,11.2591485450643,8.78831918107163,8.78831918107163,7.26108011512376,4.48147344899212,4.48147344899212,2.90823403075425,2.90823403075425,2.1059505904161,2.1059505904161,1.26135221373458,1.26135221373458,-1.55,2595.03525329125,11.5243494423792,5.36030451309923,2.47238578657126,88.2990272182485,15.2073933847623,0,11.4990236665678,0,0,0,0,4.39041504767482,0,0,6.06636706846161,17.6961856286202,12.1178609359818,20.5493845387378,13.8641409552749,5.57310453006927,0,0,5.73366747716218,0,20.7643514884676,30.0923421532646,0,11.4990236665678,15.2073933847623,4.39041504767482,11.4990236665678,0,20.7643514884676,0,0,5.563451491697,24.5288906615676,0,5.57310453006927,0,44.48,0,4.39041504767482,0,6.54475640591258,28.9653691445169,0,7.10979754127753,25.3088987466624,0,0,15.2073933847623,22.6169229497355,0,0,0,6.51611685878055,1.16599962207105,5.14291666666667,0.501239606953892,0.144824499244142,3.07864646321492,0.272727272727273,15,2,3,0,0,0,1,0,1,3,1,4,4,0,0,0,1,1.9729,57.6854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Active","RDKit_active_4",137321714,"1-(4-chlorophenyl)-3-pentanimidoylurea","1-(4-chlorophenyl)-3-pentanimidoylurea","Carbantel Lauryl","Carbantel Lauryl; SCHEMBL29484457; Q27272825","CCCCC(=N)NC(=O)Nc1ccc(Cl)cc1",11.4749078798186,11.4749078798186,0.23454956468184,-0.394976379440665,0.556784722826531,253.733,237.605,253.098189812,92,0,0.32407982388341,-0.307691172649795,0.32407982388341,0.307691172649795,1.35294117647059,2,2.58823529411765,35.4956911881638,10.2248875501164,2.03668062310218,-2.07723605759511,2.12508490138437,-2.33196450705878,6.30195490152054,0.255620129026459,2.29151750026246,2.38801351215744,389.242144048771,12.6733621074374,9.71693418379124,10.4728631298097,8.11339220293019,5.52513375856228,5.90309823157151,3.66812395124928,4.10455973172127,2.14683974391443,2.39881605925391,1.24866376948588,1.37465192715562,-1.55,5646.2991206467,13.5147249190939,6.90992294526206,5.35574542237313,105.870919499283,5.31678860400633,5.83561978575727,0,0,0,6.03111451233807,10.7260722097979,4.79453718407182,0,0,24.9454987128492,30.6862898967724,17.1308412113509,0,4.79453718407182,29.1550604630114,5.40928360579152,5.31678860400633,0,26.1862020684687,5.31678860400633,29.2881015875878,0,0,10.6335772080127,10.4819234587554,0,11.6009398902325,11.8667342980953,0,5.40928360579152,26.1862020684687,24.2654682738464,5.02263331374133,0,0,64.98,6.03111451233807,4.79453718407182,0,5.83561978575727,17.1308412113509,12.841643245852,0,24.2654682738464,6.92373719969062,10.6335772080127,17.010223496024,0,5.72730359845431,11.4749078798186,13.2515381352521,0.648325486058621,0.23454956468184,6.40492157974301,2.49351138658453,2.04272014718481,0,0.333333333333333,17,3,4,0,0,0,1,0,1,2,3,5,4,0,0,0,1,3.62897,70.8581,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Active","RDKit_active_5",135565401,"1-(4-chlorophenyl)-3-pentanimidoylurea;dodecyl hydrogen sulfate","1-(4-chlorophenyl)-3-pentanimidoylurea;dodecyl hydrogen sulfate","Carbantel lauryl sulfate","Carbantel lauryl sulfate; 0DMO75HN8B; Carbantel laurylsulfate; Carbantel lauryl sulfate [USAN]; Win 29194-6; Carbantel lauryl sulphate; UNII-0DMO75HN8B; 54644-15-4; DTXSID40203078; WIN-29194-6","CCCCC(=N)NC(=O)Nc1ccc(Cl)cc1.CCCCCCCCCCCCOS(=O)(=O)O",11.4749078798186,11.4749078798186,0.0925925925925926,-4.23438192649181,0.0784145821894125,520.136000000001,477.8,519.253370124,196,0,0.396849193724938,-0.307691172649795,0.396849193724938,0.307691172649795,0.911764705882353,1.41176470588235,1.91176470588235,35.4956924876836,10.068309698513,2.04297670997309,-2.07723686739001,2.12976987015061,-2.3319650003786,7.80440877956629,0.255400220326339,2.77052054522557,6.40588207209863e-07,773.318027550121,25.658643481676,20.5753155341987,22.1477410611448,16.17405237471,12.2034898601787,13.946602704858,8.09981068500035,9.62741061183167,4.87699370767285,5.59349603474782,3.00239745564616,3.45685510625161,-1.68,11885045.5274017,32.32,20.6726845255942,22.1290398335154,210.207241141177,5.31678860400633,5.83561978575727,0,0,0,16.4301150939877,15.2788220834882,8.97762261672153,8.41779698432894,0,89.6566305188739,37.1071115196985,17.1308412113509,6.60688196451292,21.9481694747408,39.554061044661,5.40928360579152,5.31678860400633,0,97.3181554974194,11.9236705685192,29.2881015875878,0,0,10.6335772080127,10.4819234587554,0,11.6009398902325,31.4441631206276,14.5820860142993,5.40928360579152,97.3181554974194,24.2654682738464,5.02263331374133,0,0,128.58,16.4301150939877,13.2123341684008,0,12.4425017502702,23.5516628342769,25.683286491704,44.9457513604821,24.2654682738464,6.92373719969062,21.740399840353,21.5629733697144,32.9900978543285,5.72730359845431,11.4749078798186,13.2515381352521,0.648325486058621,0.23454956468184,6.40492157974301,14.3449519645943,4.35223030800502,-4.23438192649181,0.666666666666667,34,4,8,0,0,0,1,0,1,5,4,10,16,0,0,0,1,7.35567000000001,140.2027,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
"Active","RDKit_active_6",3033985,"(3S)-5-(2-chlorophenyl)-3-methyl-7-nitro-1,3-dihydro-1,4-benzodiazepin-2-one","(3S)-5-(2-chlorophenyl)-3-methyl-7-nitro-1,3-dihydro-1,4-benzodiazepin-2-one","Meclonazepam","Meclonazepam; 58662-84-3; Meclonazepamum; RN43209SMA; Ro 11-3128; DTXSID10207366; Ro 11-3128/002; (+)-(S)-5-(o-Chlorophenyl)-1,3-dihydro-3-methyl-7-nitro-2H-1,4-benzodiazepin-2-one; 3-Methylclonazepam; 2H-1,4-Benzodiazepin-2-one, 5-(2-chlorophenyl)-1,3-dihydro-3-methyl-7-nitro-, (S)-","C[C@H]1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl",12.072359063996,12.072359063996,0.07656887755102,-0.631732489292014,0.676293607228292,329.743,317.647,329.056718924,116,0,0.269757099210613,-0.32359173105618,0.32359173105618,0.269757099210613,1.21739130434783,1.95652173913043,2.65217391304348,35.4956917606118,9.99618764174079,2.25108246359524,-2.10596024804329,2.29828563987318,-2.21765294002341,6.358176196184,-0.384435269262766,2.64406784798378,2.27348176070494,848.214146870209,16.5601134533856,12.1159386889177,12.8718676349362,10.9692342505868,6.89507678334043,7.27304125634965,5.10977327132509,5.5169733980657,3.55812878127088,3.88771700231093,2.37759513651642,2.6028317839592,-2.73,172329.766060191,15.1766788398656,5.81103120545809,2.8044351435505,136.505383348512,5.31678860400633,6.04184082914796,0,5.90717972935151,5.68738627468356,0,19.9012601854731,0,0,0,29.8000410956173,19.0564713366138,28.2822704340585,16.3223823262719,9.71784823288949,34.5945771717219,0,0,4.99240473263567,12.9655780288386,5.31678860400633,68.7284240451322,0,0,5.31678860400633,11.3747725493671,0,11.6009398902325,22.5840166100878,4.79453718407182,10.1143182687656,18.0506401830846,47.4569742118669,5.02263331374133,0,0,84.6,10.9651518779656,14.9088554528374,0,11.5945660040351,27.5486075745896,0,18.1991012053848,31.1892054735371,0,10.309193336642,11.6009398902325,0,6.24375570392766,27.0780328623219,14.2652058750455,1.95864811665407,-0.27578089569161,10.6820522329302,0,1.65919721592341,0,0.125,23,1,6,0,1,1,2,0,2,4,1,7,2,0,0,0,3,3.4262,88.2791,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Active","RDKit_active_7",47318,"4-methyl-5-pyrazin-2-yldithiole-3-thione","4-methyl-5-pyrazin-2-yldithiole-3-thione","Oltipraz","Oltipraz; 64224-21-1; 4-methyl-5-(pyrazin-2-yl)-3H-1,2-dithiole-3-thione; Oltiprazum; RP 35972; 4-Methyl-5-pyrazinyl-3H-1,2-dithiole-3-thione; RP-35,972; 3H-1,2-DITHIOLE-3-THIONE, 4-METHYL-5-PYRAZINYL-; NSC-347901; 6N510JUL1Y","CC1=C(SSC1=S)C2=NC=CN=C2",5.15481812169312,5.15481812169312,0.914212962962963,0.914212962962963,0.550915814174041,226.351,220.303,225.969311192,66,0,0.104974098432249,-0.26081690157904,0.26081690157904,0.104974098432249,1.30769230769231,2.15384615384615,2.69230769230769,32.9161506717227,10.2518883279131,2.06246465991171,-1.94286528384973,2.31373233237385,-1.81925855729747,7.79800883668647,1.20781529279943,2.49410495693737,2.59827751740647,457.7414202573,9.25914854506434,6.85122286996038,9.30071261274356,6.2876937002347,3.64925103728207,6.20732924200699,2.49890118675696,5.31539776768469,1.64328051174592,4.98884868440993,0.948350197953292,3.77294512880725,-0.65,1536.36865347342,8.92680708103634,3.61080823229811,1.67348241127635,88.3226256646627,0,3.82380846629153,0,0,0,0,9.96795704189442,0,0,0,32.8987325177768,12.4871886913876,12.3936871432262,16.7679187601628,0,32.8987325177768,0,9.96795704189442,0,6.92373719969062,0,27.9777906728278,0,10.5710751885498,0,0,0,32.8987325177768,9.96795704189442,0,10.7475456659822,5.563451491697,18.5905307148392,0,10.5710751885498,0,25.78,0,0,0,0,0,19.9583351465383,0,39.2713897895694,6.92373719969062,9.96795704189442,12.2178734430467,0.949678760393046,5.15481812169312,9.39940381708239,0,2.05819444444444,0,0,5.13195436507937,2.02712962962963,3.278820861678,0.125,13,0,2,0,0,0,0,2,2,5,0,5,1,0,0,0,2,3.30451,58.793,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Active","RDKit_active_8",26695,"[2-[(4-chlorophenyl)carbamoyl]-4,6-diiodophenyl] acetate","[2-[(4-chlorophenyl)carbamoyl]-4,6-diiodophenyl] acetate","CLIOXANIDE","CLIOXANIDE; 14437-41-3; Clioxanida; Clioxanidum; SYD-230; CN 59,567; Benzamide, 2-(acetyloxy)-N-(4-chlorophenyl)-3,5-diiodo-; CN 59567; 4'-Chloro-3,5-diiodosalicylanilide acetate; CI-633","CC(=O)Oc1c(I)cc(I)cc1C(=O)Nc1ccc(Cl)cc1",12.4637084278156,12.4637084278156,0.26386993505221,-0.472530469853486,0.347620302849047,541.51,531.43,540.84386686,114,0,0.307584560237404,-0.424728969300813,0.424728969300813,0.307584560237404,1.13636363636364,1.77272727272727,2.36363636363636,126.913722655162,10.1518799298141,2.18319821117861,-2.12023620503243,2.29172694969021,-2.15745571410909,14.1136718494095,-0.13146414501711,2.43311514317048,2.35044759471266,732.312573088626,16.2756564030094,11.322739905557,16.3936654339281,10.3630811007041,6.10951103386674,8.64497379805229,4.31895746846783,7.1632161505141,2.60088403673197,4.27697055012147,1.70813046268516,3.78893397976951,-0.87,65022.5690860879,17.4833325751031,7.60178309585132,4.56100638028766,159.396717750922,10.0536515578064,0,5.74951183328391,0,5.90717972935151,5.96930528795185,9.58907436814364,0,0,0,11.6009398902325,81.5799436649058,21.2039390591809,9.13363376276239,14.3259373219437,74.3465524363555,0,0,0,6.92373719969062,5.31678860400633,54.1246517583388,0,5.74951183328391,10.0536515578064,5.68738627468356,5.74951183328391,56.7826811443686,11.8764850173034,4.79453718407182,7.14036454213079,17.2817258754594,36.3982024107697,5.02263331374133,0,0,55.4,5.96930528795185,9.58907436814364,0,11.6566915626354,19.8436533511873,3.5701822710654,6.92373719969062,30.3318353423081,28.6572376955297,27.9076592310744,16.3378028440326,6.74695016586882,9.95875798671916,23.7108269460218,3.34353002232522,0.915272581254724,-0.560508267227579,10.2690924888732,0,1.3005225206091,0,0.0666666666666667,22,1,4,0,0,0,2,0,2,3,1,7,3,0,0,0,2,4.7268,102.5902,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Active","RDKit_active_9",185463,"N-[3-chloro-4-(4-chlorobenzoyl)phenyl]-2-hydroxy-3,5-diiodobenzamide","N-[3-chloro-4-(4-chlorobenzoyl)phenyl]-2-hydroxy-3,5-diiodobenzamide","Salantel","Salantel; 36093-47-7; N-[3-chloro-4-(4-chlorobenzoyl)phenyl]-2-hydroxy-3,5-diiodobenzamide; BIY8B0682Q; R-23050; R 23,050; 3'-Chloro-4'-(p-chlorobenzoyl)-3,5-diiodosalicylanilide; Salantelum; Benzamide, N-(3-chloro-4-(4-chlorobenzoyl)phenyl)-2-hydroxy-3,5-diiodo-; Salantel (USAN/INN)","O=C(c1ccc(Cl)cc1)c1ccc(NC(=O)c2cc(I)cc(I)c2O)cc1Cl",12.6034263753456,12.6034263753456,0.0841210553275487,-0.470577366255144,0.257447468354259,638.026,626.938,636.820544572,142,0,0.258995751126437,-0.506000809286553,0.506000809286553,0.258995751126437,0.892857142857143,1.57142857142857,2.21428571428571,126.913722767938,10.0281031047938,2.171396152647,-2.10503538457842,2.28767491829147,-2.13001078701834,14.1136733726776,0.101656024739602,2.64506325466617,1.83680101742796,1085.55406443353,20.4219207729514,13.9717204911712,19.7985749655608,13.2569279508215,7.85188564937005,10.7653128865648,5.76854603695938,9.02000484574627,3.85079406049054,5.86060647712596,2.47127143703474,4.70833960733308,-1.36,1543849.35997751,21.3512956836553,8.97796661563689,4.78583927650907,198.07282459216,10.423315998847,5.74951183328391,5.78324494636494,0,5.90717972935151,0,9.58907436814364,0,0,0,23.201879780465,99.7790448702906,25.4071048428843,14.1562670765037,14.6956017629843,85.7614319850012,0,0,0,0,5.31678860400633,88.4732892608589,0,5.74951183328391,5.31678860400633,5.68738627468356,5.74951183328391,68.3836210346011,16.7969520705572,0,7.14036454213079,26.2794288432346,54.5973036161545,10.0452666274827,0,0,66.4,5.90717972935151,14.6956017629843,0,22.1188415850872,25.4071048428843,3.5701822710654,6.06636706846161,48.5309365476929,22.5908706270681,27.9076592310744,23.201879780465,1.40600284390434,16.1505290568452,25.1259757621193,13.5684582776175,1.34699287642064,-0.800666520076043,14.4982632587245,0,0,0,0,28,2,4,0,0,0,3,0,3,3,2,8,4,0,0,0,3,6.3915,127.8305,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Active","RDKit_active_10",3084366,"1-benzylsulfanyl-1-[2-(C-benzylsulfanyl-N-diethoxyphosphorylcarbonimidoyl)sulfanylethylsulfanyl]-N-diethoxyphosphorylmethanimine","1-benzylsulfanyl-1-[2-(C-benzylsulfanyl-N-diethoxyphosphorylcarbonimidoyl)sulfanylethylsulfanyl]-N-diethoxyphosphorylmethanimine","SCHEMBL635820","SCHEMBL635820; DTXSID70865027; NS00120904; Q27280448; Dibenzyl ethane-1,2-diyl bis[(diethoxyphosphoryl)carbonodithioimidate]","CCOP(=O)(/N=C(\SCCS/C(=N/P(=O)(OCC)OCC)SCc1ccccc1)SCc1ccccc1)OCC",13.1304100787059,13.1304100787059,0.232250199627102,-3.61085862827307,0.0704302596135149,664.814,626.51,664.108794196,222,0,0.454895809126502,-0.291285571683756,0.454895809126502,0.291285571683756,0.575,0.9,1.2,32.2205552711554,10.2400234795493,2.25499381715229,-2.14926415632627,2.5227970208075,-2.00075589191792,8.40142043303573,0.220072355827226,2.93690554600461,2.1356141727632,1033.02885895329,29.1083909499818,23.3016942280271,28.3565349337378,19.3487269538722,12.9254574791752,19.8587419478098,7.58549571382223,15.5046918260942,4.52190205248348,13.0884169686268,2.9379531151586,10.6481907743939,-0.52,450669847.692001,35.6751873955225,20.3965705226311,14.5845996994541,255.373252502534,0,8.75149794082452,0,0,0,15.4929768620071,18.0949886468473,9.13009656986266,9.52582238341298,0,107.711210482181,38.8218517821565,23.0114144269872,26.4275278580517,27.2250852167099,71.2920146003961,0,0,9.52582238341298,39.2006560122561,37.9332350715452,71.7905736680101,0,0,0,0,0,62.5405166595716,46.6847330123698,38.7307924302035,0,38.8218517821565,70.1894930680291,0,0,0,95.78,15.4929768620071,9.13009656986266,0,26.4275278580517,31.7629123678117,11.126902983394,47.0475397975645,27.6949487987625,60.6636706846161,9.52582238341298,18.0949886468473,57.9828348066213,5.94550511148557,0,0,2.26325834133728,2.62227206870112,20.0385988672781,0,7.98035917223386,-7.22171725654614,0.461538461538462,40,0,8,0,0,0,2,0,2,10,0,14,17,0,0,0,2,9.3938,176.976999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
